cluster_id,pilot_id,complex_name,addr_legal,addr_road,approval_date,dong_token,alias_applied,sigunguCd,bjdongCd,platGbCd,bun,ji,bjd10,query_variant,variant_of,query_key,parse_status,lookup_status,code_source,needs_review,needs_map_check,dup_cluster_ids,note
A10026825,DEV-GIMPO-HANGANG,김포e편한세상캐널시티주상복합,경기도 김포시 장기동 2031,경기도 김포시 김포한강2로 41,2017-08-30,장기동,,41570,10400,0,2031,0000,4157010400,primary,,41570-10400-0-2031-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026825,
A10026763,DEV-GIMPO-HANGANG,김포한강신도시 레이크에일린의 뜰,경기도 김포시 마산동 616-3,경기도 김포시 김포한강8로 281,2017-09-15,마산동,,41570,10800,0,0616,0003,4157010800,primary,,41570-10800-0-0616-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026763,
A10026503,DEV-GIMPO-HANGANG,김포 반도유보라6차 아파트,경기도 김포시 운양동 1340-7,경기도 김포시 모담공원로 53,2017-10-25,운양동,,41570,10300,0,1340,0007,4157010300,primary,,41570-10300-0-1340-0007,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026503,
A10026608,DEV-GIMPO-HANGANG,한강신도시리버에일린의 뜰,경기도 김포시 운양동 1305-1,경기도 김포시 김포대로 1430,2017-11-21,운양동,,41570,10300,0,1305,0001,4157010300,primary,,41570-10300-0-1305-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026608,
A10026654,DEV-GIMPO-HANGANG,김포한강신도시 모아엘가 2차아파트,경기도 김포시 구래동 6888-6,경기도 김포시 김포한강9로12번길 50,2017-11-23,구래동,,41570,10900,0,6888,0006,4157010900,primary,,41570-10900-0-6888-0006,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026654,
A10026555,DEV-GIMPO-HANGANG,이랜드타운힐스아파트,경기도 김포시 운양동 1304-1,경기도 김포시 김포한강11로255번길 15,2018-01-11,운양동,,41570,10300,0,1304,0001,4157010300,primary,,41570-10300-0-1304-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026555,
A10026458,DEV-GIMPO-HANGANG,한강신도시 반도유보라5차아파트,경기도 김포시 구래동 6873-19,경기도 김포시 김포한강9로 116,2018-01-23,구래동,,41570,10900,0,6873,0019,4157010900,primary,,41570-10900-0-6873-0019,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026458,
A10026529,DEV-GIMPO-HANGANG,한강신도시 반도유보라4차아파트,경기도 김포시 구래동 6886-6,경기도 김포시 김포한강4로 487,2018-01-24,구래동,,41570,10900,0,6886,0006,4157010900,primary,,41570-10900-0-6886-0006,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026529,
A10026216,DEV-GIMPO-HANGANG,한강신도시2차 KCC 스위첸 아파트,경기도 김포시 운양동 1331-1,경기도 김포시 김포한강11로 37,2018-02-14,운양동,,41570,10300,0,1331,0001,4157010300,primary,,41570-10300-0-1331-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026216,
A10026448,DEV-GIMPO-HANGANG,김포한강아이파크,경기도 김포시 구래동 6874-20,경기도 김포시 김포한강4로420번길 100,2018-02-19,구래동,,41570,10900,0,6874,0020,4157010900,primary,,41570-10900-0-6874-0020,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026448,
A10026155,DEV-GIMPO-HANGANG,김포한강한가람LH2단지,경기도 김포시 구래동 6872-2,경기도 김포시 김포한강4로 564,2018-03-09,구래동,,41570,10900,0,6872,0002,4157010900,primary,,41570-10900-0-6872-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026155,
A10026098,DEV-GIMPO-HANGANG,e편한세상한강신도시2차,경기도 김포시 마산동 672-3,경기도 김포시 김포한강8로 173-59,2018-05-03,마산동,,41570,10800,0,0672,0003,4157010800,primary,,41570-10800-0-0672-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026098,
A10025814,DEV-GIMPO-HANGANG,자이더빌리지 포레스트,경기도 김포시 마산동 670-7,경기도 김포시 김포한강8로 118,2018-06-19,마산동,,41570,10800,0,0670,0007,4157010800,primary,,41570-10800-0-0670-0007,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025814,
A10026066,DEV-GIMPO-HANGANG,호반베르디움 더 레이크5차,경기도 김포시 구래동 6877-2,경기도 김포시 김포한강4로420번길 19,2018-08-31,구래동,,41570,10900,0,6877,0002,4157010900,primary,,41570-10900-0-6877-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026066,
A10025919,DEV-GIMPO-HANGANG,김포한강예미지 아파트,경기도 김포시 구래동 6893-2,경기도 김포시 김포한강9로 11,2018-09-28,구래동,,41570,10900,0,6893,0002,4157010900,primary,,41570-10900-0-6893-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025919,
A10025936,DEV-GIMPO-HANGANG,호반베르디움 더 레이크 2차,경기도 김포시 구래동 6887-1,경기도 김포시 김포한강4로 471,2018-11-02,구래동,,41570,10900,0,6887,0001,4157010900,primary,,41570-10900-0-6887-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025936,
A10025865,DEV-GIMPO-HANGANG,한강롯데캐슬22단지,경기도 김포시 운양동 1441,경기도 김포시 김포한강11로 107,2018-11-07,운양동,,41570,10300,0,1441,0000,4157010300,primary,,41570-10300-0-1441-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025865,
A10025866,DEV-GIMPO-HANGANG,호반베르디움 더 레이크 3차 아파트,경기도 김포시 구래동 6887-3,경기도 김포시 김포한강8로 332,2018-12-04,구래동,,41570,10900,0,6887,0003,4157010900,primary,,41570-10900-0-6887-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025866,
A10025316,DEV-GIMPO-HANGANG,운양역 라피아노,경기도 김포시 운양동 1341-45,경기도 김포시 모담공원로28번길 46-34,2019-02-26,운양동,,41570,10300,0,1341,0045,4157010300,primary,,41570-10300-0-1341-0045,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025316,
A10025316,DEV-GIMPO-HANGANG,운양역 라피아노,경기도 김포시 운양동 1341-43,경기도 김포시 모담공원로28번길 46-34,2019-02-26,운양동,,41570,10300,0,1341,0043,4157010300,primary,,41570-10300-0-1341-0043,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025316,
A10025316,DEV-GIMPO-HANGANG,운양역 라피아노,경기도 김포시 운양동 1341-44,경기도 김포시 모담공원로28번길 46-34,2019-02-26,운양동,,41570,10300,0,1341,0044,4157010300,primary,,41570-10300-0-1341-0044,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025316,
A10025316,DEV-GIMPO-HANGANG,운양역 라피아노,경기도 김포시 운양동 1341-41,경기도 김포시 모담공원로28번길 46-34,2019-02-26,운양동,,41570,10300,0,1341,0041,4157010300,primary,,41570-10300-0-1341-0041,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025316,
A10025316,DEV-GIMPO-HANGANG,운양역 라피아노,경기도 김포시 운양동 1341-42,경기도 김포시 모담공원로28번길 46-34,2019-02-26,운양동,,41570,10300,0,1341,0042,4157010300,primary,,41570-10300-0-1341-0042,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025316,
A10025059,DEV-GIMPO-HANGANG,김포한강 호반베르디움 더 퍼스트,경기도 김포시 장기동 1865-4,경기도 김포시 김포한강2로 361,2020-02-03,장기동,,41570,10400,0,1865,0004,4157010400,primary,,41570-10400-0-1865-0004,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025059,
A10024790,DEV-GIMPO-HANGANG,김포한강 데세리브아파트,경기도 김포시 구래동 6872-8,경기도 김포시 김포한강9로115번길 37,2020-06-15,구래동,,41570,10900,0,6872,0008,4157010900,primary,,41570-10900-0-6872-0008,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024790,
A10024637,DEV-GIMPO-HANGANG,김포장기 LH11단지,경기도 김포시 장기동 1696,경기도 김포시 김포한강3로237번길 33,2020-09-21,장기동,,41570,10400,0,1696,0000,4157010400,primary,,41570-10400-0-1696-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024637,
A10024486,DEV-GIMPO-HANGANG,한강동일스위트더파크뷰1단지아파트,경기도 김포시 마산동 638-4,경기도 김포시 김포한강8로 173-88,2020-12-17,마산동,,41570,10800,0,0638,0004,4157010800,primary,,41570-10800-0-0638-0004,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024486,
A10024478,DEV-GIMPO-HANGANG,한강동일스위트더파크뷰2단지,경기도 김포시 마산동 672-1,경기도 김포시 김포한강8로 127,2020-12-17,마산동,,41570,10800,0,0672,0001,4157010800,primary,,41570-10800-0-0672-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024478,
A10028200,DEV-HANAM-MISA,미사강변 파밀리에,경기도 하남시 망월동 910,경기도 하남시 아리수로 589,2014-06-12,망월동,,41450,10900,0,0910,0000,4145010900,primary,,41450-10900-0-0910-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028200,
A10028143,DEV-HANAM-MISA,리버나인 RIVERNINE,경기도 하남시 선동 423,경기도 하남시 미사강변한강로 110,2014-07-25,선동,,41450,11200,0,0423,0000,4145011200,primary,,41450-11200-0-0423-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028143,
A10028143,DEV-HANAM-MISA,리버나인 RIVERNINE,경기도 하남시 선동 159,경기도 하남시 미사강변한강로 110,2014-07-25,선동,,41450,11200,0,0159,0000,4145011200,primary,,41450-11200-0-0159-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028143,
A10028139,DEV-HANAM-MISA,미사강변골든센트로,경기도 하남시 망월동 1162,경기도 하남시 미사강변동로 50-1,2014-12-05,망월동,,41450,10900,0,1162,0000,4145010900,primary,,41450-10900-0-1162-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028139,
A10028157,DEV-HANAM-MISA,미사강변 한신휴플러스,경기도 하남시 망월동 904,경기도 하남시 미사강변한강로 170,2015-01-16,망월동,,41450,10900,0,0904,0000,4145010900,primary,,41450-10900-0-0904-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028157,
A10028065,DEV-HANAM-MISA,미사강변도시 베라체 아파트,경기도 하남시 선동 453,경기도 하남시 풍산로 270-1,2015-05-12,선동,,41450,11200,0,0453,0000,4145011200,primary,,41450-11200-0-0453-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028065,
A10027978,DEV-HANAM-MISA,미사강변파크뷰,경기도 하남시 망월동 533-1,경기도 하남시 미사강변동로 177,2015-07-14,망월동,,41450,10900,0,0533,0001,4145010900,primary,,41450-10900-0-0533-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027978,
A10027782,DEV-HANAM-MISA,미사강변 루나리움,경기도 하남시 망월동 1034,경기도 하남시 아리수로 499-3,2015-09-30,망월동,,41450,10900,0,1034,0000,4145010900,primary,,41450-10900-0-1034-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027782,
A10027846,DEV-HANAM-MISA,미사강변 트래지안,경기도 하남시 망월동 938,경기도 하남시 미사강변북로 99,2015-10-16,망월동,,41450,10900,0,0938,0000,4145010900,primary,,41450-10900-0-0938-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027846,
A10027691,DEV-HANAM-MISA,미사강변13단지,경기도 하남시 망월동 949,경기도 하남시 아리수로 530,2015-11-25,망월동,,41450,10900,0,0949,0000,4145010900,primary,,41450-10900-0-0949-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027691,
A10027552,DEV-HANAM-MISA,미사강변 동원로얄듀크아파트,경기도 하남시 풍산동 477,경기도 하남시 미사강변서로 45,2016-04-14,풍산동,,41450,11000,0,0477,0000,4145011000,primary,,41450-11000-0-0477-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027552,
A10027514,DEV-HANAM-MISA,미사강변푸르지오,경기도 하남시 망월동 1060,경기도 하남시 미사강변대로 165,2016-04-22,망월동,,41450,10900,0,1060,0000,4145010900,primary,,41450-10900-0-1060-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027514,
A10027537,DEV-HANAM-MISA,미사강변 하우스디 더레이크,경기도 하남시 망월동 1062,경기도 하남시 미사강변대로 135,2016-05-25,망월동,,41450,10900,0,1062,0000,4145010900,primary,,41450-10900-0-1062-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027537,
A10027476,DEV-HANAM-MISA,하남미사강변도시17단지,경기도 하남시 망월동 1044,경기도 하남시 미사강변서로 167-4,2016-07-04,망월동,,41450,10900,0,1044,0000,4145010900,primary,,41450-10900-0-1044-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027476,
A10027385,DEV-HANAM-MISA,미사강변 더샵리버포레 아파트,경기도 하남시 선동 427,경기도 하남시 미사강변북로 65,2016-07-27,선동,,41450,11200,0,0427,0000,4145011200,primary,,41450-11200-0-0427-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027385,
A10027379,DEV-HANAM-MISA,미사강변 센텀팰리스,경기도 하남시 망월동 1050,경기도 하남시 미사강변서로 127,2016-07-29,망월동,,41450,10900,0,1050,0000,4145010900,primary,,41450-10900-0-1050-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027379,
A10027368,DEV-HANAM-MISA,하남 더샵 센트럴뷰,경기도 하남시 덕풍동 946,경기도 하남시 하남대로 856,2016-08-19,덕풍동,,41450,10800,0,0946,0000,4145010800,primary,,41450-10800-0-0946-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027368,
A10027308,DEV-HANAM-MISA,미사강변도시26단지아파트,경기도 하남시 풍산동 567,경기도 하남시 미사강변중앙로 100,2016-09-08,풍산동,,41450,11000,0,0567,0000,4145011000,primary,,41450-11000-0-0567-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027308,
A10027344,DEV-HANAM-MISA,미사강변센트리버,경기도 하남시 선동 436,경기도 하남시 미사강변대로 270,2016-09-09,선동,,41450,11200,0,0436,0000,4145011200,primary,,41450-11200-0-0436-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027344,
A10027359,DEV-HANAM-MISA,미사강변2차푸르지오,경기도 하남시 선동 433,경기도 하남시 미사강변한강로 60,2016-09-28,선동,,41450,11200,0,0433,0000,4145011200,primary,,41450-11200-0-0433-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027359,
A10027180,DEV-HANAM-MISA,미사강변스타힐스,경기도 하남시 망월동 956,경기도 하남시 미사강변대로 240,2016-11-24,망월동,,41450,10900,0,0956,0000,4145010900,primary,,41450-10900-0-0956-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027180,
A10027116,DEV-HANAM-MISA,미사강변센트럴자이,경기도 하남시 풍산동 480,경기도 하남시 미사강변대로 95,2017-02-27,풍산동,,41450,11000,0,0480,0000,4145011000,primary,,41450-11000-0-0480-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027116,
A10026806,DEV-HANAM-MISA,미사강변리버뷰자이,경기도 하남시 선동 455,경기도 하남시 미사강변한강로 10,2017-08-24,선동,,41450,11200,0,0455,0000,4145011200,primary,,41450-11200-0-0455-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026806,
A10026784,DEV-HANAM-MISA,미사강변해링턴플레이스아파트,경기도 하남시 망월동 1170,경기도 하남시 미사강변한강로 326,2017-09-05,망월동,,41450,10900,0,1170,0000,4145010900,primary,,41450-10900-0-1170-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026784,
A10026707,DEV-HANAM-MISA,미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 486,경기도 하남시 미사강변대로 55,2017-10-25,풍산동,,41450,11000,0,0486,0000,4145011000,primary,,41450-11000-0-0486-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026707,
A10026619,DEV-HANAM-MISA,미사 레스티아 아파트,경기도 하남시 망월동 1177,경기도 하남시 미사강변동로 20,2017-10-31,망월동,,41450,10900,0,1177,0000,4145010900,primary,,41450-10900-0-1177-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026619,
A10026523,DEV-HANAM-MISA,미사강변리슈빌NHF,경기도 하남시 선동 445,경기도 하남시 미사강변북로 25,2018-01-05,선동,,41450,11200,0,0445,0000,4145011200,primary,,41450-11200-0-0445-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026523,
A10026501,DEV-HANAM-MISA,미사강변 동일하이빌,경기도 하남시 풍산동 470,경기도 하남시 미사강변서로 85,2018-02-06,풍산동,,41450,11000,0,0470,0000,4145011000,primary,,41450-11000-0-0470-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026501,
A10026040,DEV-HANAM-MISA,리버스위트칸타빌아파트,경기도 하남시 선동 441,경기도 하남시 미사강변한강로 30,2018-05-29,선동,,41450,11200,0,0441,0000,4145011200,primary,,41450-11200-0-0441-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026040,
A10026131,DEV-HANAM-MISA,e-편한세상 미사 아파트,경기도 하남시 풍산동 568,경기도 하남시 미사강변중앙로 90,2018-06-15,풍산동,,41450,11000,0,0568,0000,4145011000,primary,,41450-11000-0-0568-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026131,
A10026105,DEV-HANAM-MISA,미사강변14단지,경기도 하남시 망월동 907,경기도 하남시 미사강변동로 180,2018-07-26,망월동,,41450,10900,0,0907,0000,4145010900,primary,,41450-10900-0-0907-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026105,
A10025953,DEV-HANAM-MISA,미사 힐즈파크 푸르지오3단지,경기도 하남시 풍산동 627,경기도 하남시 세미로1길 30,2018-09-28,풍산동,,41450,11000,0,0627,0000,4145011000,primary,,41450-11000-0-0627-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025953,
A10025991,DEV-HANAM-MISA,하남 힐즈파크 푸르지오 2단지,경기도 하남시 풍산동 626,경기도 하남시 세미로1길 11,2018-09-28,풍산동,,41450,11000,0,0626,0000,4145011000,primary,,41450-11000-0-0626-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025991,
A10025966,DEV-HANAM-MISA,미사강변아란티움(25단지)아파트,경기도 하남시 풍산동 565,경기도 하남시 미사강변중앙로 120,2018-10-11,풍산동,,41450,11000,0,0565,0000,4145011000,primary,,41450-11000-0-0565-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025966,
A10025941,DEV-HANAM-MISA,미사강변도시 C3단지,경기도 하남시 망월동 1140,경기도 하남시 미사강변한강로 290,2018-11-06,망월동,,41450,10900,0,1140,0000,4145010900,primary,,41450-10900-0-1140-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025941,
A10025947,DEV-HANAM-MISA,미사강변 브라운스톤,경기도 하남시 풍산동 559,경기도 하남시 미사강변동로 47,2018-11-06,풍산동,,41450,11000,0,0559,0000,4145011000,primary,,41450-11000-0-0559-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025947,
A10025667,DEV-HANAM-MISA,미사강변센트럴풍경채아파트,경기도 하남시 풍산동 471,경기도 하남시 미사강변서로 65,2019-01-08,풍산동,,41450,11000,0,0471,0000,4145011000,primary,,41450-11000-0-0471-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025667,
A10025739,DEV-HANAM-MISA,미사강변신안인스빌아파트,경기도 하남시 풍산동 573,경기도 하남시 미사강변동로 19,2019-01-29,풍산동,,41450,11000,0,0573,0000,4145011000,primary,,41450-11000-0-0573-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025739,
A10025534,DEV-HANAM-MISA,덕풍역파크어울림아파트,경기도 하남시 덕풍동 947,경기도 하남시 덕풍공원로 50,2019-04-05,덕풍동,,41450,10800,0,0947,0000,4145010800,primary,,41450-10800-0-0947-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025534,
A10025469,DEV-HANAM-MISA,미사역 호반 써밋 아파트,경기도 하남시 망월동 1127,경기도 하남시 미사강변한강로 270,2019-06-11,망월동,,41450,10900,0,1127,0000,4145010900,primary,,41450-10900-0-1127-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025469,
A10024890,DEV-HANAM-MISA,미사힐즈파크푸르지오,경기도 하남시 풍산동 630,경기도 하남시 세미로1길 10,2020-04-27,풍산동,,41450,11000,0,0630,0000,4145011000,primary,,41450-11000-0-0630-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024890,
A10024211,DEV-HANAM-MISA,미사역파라곤아파트,경기도 하남시 망월동 1125,경기도 하남시 미사강변동로 100,2021-07-29,망월동,,41450,10900,0,1125,0000,4145010900,primary,,41450-10900-0-1125-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024211,
A10027754,DEV-NAMYANGJU-DASAN,힐스테이트황금산아파트,경기도 남양주시 다산동 3129-65,경기도 남양주시 경춘로 468-40,2017-06-30,다산동,,41360,11200,0,3129,0065,4136011200,primary,,41360-11200-0-3129-0065,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027754,
A10026600,DEV-NAMYANGJU-DASAN,다산 롯데캐슬아파트,경기도 남양주시 다산동 5869-2,경기도 남양주시 다산중앙로146번길 7,2017-12-22,다산동,,41360,11200,0,5869,0002,4136011200,primary,,41360-11200-0-5869-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026600,
A10026600,DEV-NAMYANGJU-DASAN,다산 롯데캐슬아파트,경기도 남양주시 다산동,경기도 남양주시 다산중앙로146번길 7,2017-12-22,다산동,,41360,11200,0,0000,0000,4136011200,primary,,41360-11200-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10026600|A10026580|A10025830,DUP_COUNT: 3
A10026580,DEV-NAMYANGJU-DASAN,다산아이파크,경기도 남양주시 다산동 5808-1,경기도 남양주시 다산순환로 333,2017-12-22,다산동,,41360,11200,0,5808,0001,4136011200,primary,,41360-11200-0-5808-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026580,
A10026562,DEV-NAMYANGJU-DASAN,다산한양수자인리버팰리스,경기도 남양주시 다산동 6024,경기도 남양주시 다산순환로 171,2017-12-22,다산동,,41360,11200,0,6024,0000,4136011200,primary,,41360-11200-0-6024-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026562,
A10026598,DEV-NAMYANGJU-DASAN,이편한세상 다산,경기도 남양주시 다산동 3646-1,경기도 남양주시 다산중앙로82번길 15,2017-12-22,다산동,,41360,11200,0,3646,0001,4136011200,primary,,41360-11200-0-3646-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026598,
A10026598,DEV-NAMYANGJU-DASAN,이편한세상 다산,경기도 남양주시 다산동 6091,경기도 남양주시 다산중앙로82번길 15,2017-12-22,다산동,,41360,11200,0,6091,0000,4136011200,primary,,41360-11200-0-6091-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026598,
A10026388,DEV-NAMYANGJU-DASAN,다산반도유보라메이플타운,경기도 남양주시 다산동 6014,경기도 남양주시 다산순환로 300,2018-03-14,다산동,,41360,11200,0,6014,0000,4136011200,primary,,41360-11200-0-6014-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026388,
A10026292,DEV-NAMYANGJU-DASAN,다산유승한내들센트럴아파트,경기도 남양주시 다산동 6090,경기도 남양주시 다산중앙로81번길 10,2018-04-26,다산동,,41360,11200,0,6090,0000,4136011200,primary,,41360-11200-0-6090-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026292,
A10026164,DEV-NAMYANGJU-DASAN,다산 e편한세상자이아파트,경기도 남양주시 다산동 3679-3,경기도 남양주시 다산중앙로81번길 25,2018-06-27,다산동,,41360,11200,0,3679,0003,4136011200,primary,,41360-11200-0-3679-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026164,
A10026156,DEV-NAMYANGJU-DASAN,다산유승한내들골든뷰,경기도 남양주시 다산동 4399-3,경기도 남양주시 다산순환로 135,2018-07-18,다산동,,41360,11200,0,4399,0003,4136011200,primary,,41360-11200-0-4399-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026156,
A10026145,DEV-NAMYANGJU-DASAN,다산한양수자인리버파크,경기도 남양주시 다산동 4409-3,경기도 남양주시 다산순환로 111,2018-07-25,다산동,,41360,11200,0,4409,0003,4136011200,primary,,41360-11200-0-4409-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026145,
A10025828,DEV-NAMYANGJU-DASAN,다산펜테리움 리버테라스1차,경기도 남양주시 다산동 6215,경기도 남양주시 다산지금로145번길 15,2018-12-21,다산동,,41360,11200,0,6215,0000,4136011200,primary,,41360-11200-0-6215-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025828|A10025828,DUP_COUNT: 2
A10025830,DEV-NAMYANGJU-DASAN,힐스테이트 다산,경기도 남양주시 다산동 3639-2,경기도 남양주시 다산순환로 365,2018-12-28,다산동,,41360,11200,0,3639,0002,4136011200,primary,,41360-11200-0-3639-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025830,
A10025596,DEV-NAMYANGJU-DASAN,다산한강 반도유보라아파트 입주자대표회의,경기도 남양주시 다산동 6234,경기도 남양주시 다산지금로146번길 67,2019-03-21,다산동,,41360,11200,0,6234,0000,4136011200,primary,,41360-11200-0-6234-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025596,
A10025561,DEV-NAMYANGJU-DASAN,다산센트럴에일린의뜰아파트,경기도 남양주시 다산동 6208,경기도 남양주시 다산지금로16번길 88,2019-04-11,다산동,,41360,11200,0,6208,0000,4136011200,primary,,41360-11200-0-6208-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025561,
A10025474,DEV-NAMYANGJU-DASAN,다산 금강펜테리움 리버테라스2차아파트,경기도 남양주시 다산동 6235,경기도 남양주시 다산지금로146번길 117,2019-06-12,다산동,,41360,11200,0,6235,0000,4136011200,primary,,41360-11200-0-6235-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025474,
A10025435,DEV-NAMYANGJU-DASAN,다산신안인스빌퍼스트리버,경기도 남양주시 다산동 540,경기도 남양주시 다산지금로146번길 100,2019-06-27,다산동,,41360,11200,0,0540,0000,4136011200,primary,,41360-11200-0-0540-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025435,
A10025393,DEV-NAMYANGJU-DASAN,다산e편한세상더퍼스트,경기도 남양주시 다산동 6151,경기도 남양주시 다산중앙로20번길 7,2019-06-28,다산동,,41360,11200,0,6151,0000,4136011200,primary,,41360-11200-0-6151-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025393,
A10025331,DEV-NAMYANGJU-DASAN,다산자연&e편한세상 3차아파트,경기도 남양주시 다산동 6132,경기도 남양주시 다산중앙로82번길 12,2019-07-26,다산동,,41360,11200,0,6132,0000,4136011200,primary,,41360-11200-0-6132-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025331,
A10025306,DEV-NAMYANGJU-DASAN,다산역 경기행복주택아파트,경기도 남양주시 다산동 6027,경기도 남양주시 다산중앙로145번길 38,2019-09-02,다산동,,41360,11200,0,6027,0000,4136011200,primary,,41360-11200-0-6027-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025306,
A10025066,DEV-NAMYANGJU-DASAN,다산 신안인스빌퍼스트포레,경기도 남양주시 다산동 6213,경기도 남양주시 다산지금로123번길 17,2020-01-21,다산동,,41360,11200,0,6213,0000,4136011200,primary,,41360-11200-0-6213-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025066,
